ds,y
26/01/2014,814.4993814
27/01/2014,742.701375
28/01/2014,790.1764019
29/01/2014,793.3844249
30/01/2014,799.4744798
31/01/2014,803.2375988
01/02/2014,813.2195492
02/02/2014,814.4908704
03/02/2014,806.9974284
04/02/2014,800.0782319
05/02/2014,784.4736928
06/02/2014,763.5693822
07/02/2014,711.5712734
08/02/2014,677.6823009
09/02/2014,687.4060546
10/02/2014,685.4574988
11/02/2014,671.8996917
12/02/2014,653.7657809
13/02/2014,612.918415
14/02/2014,668.7886027
15/02/2014,654.3770602
16/02/2014,623.2503219
17/02/2014,631.3345963
18/02/2014,627.2717614
19/02/2014,623.5401369
20/02/2014,563.7685611
21/02/2014,580.324316
22/02/2014,607.1246333
23/02/2014,610.0823237
24/02/2014,542.2666508
25/02/2014,533.7076444
26/02/2014,587.5785883
27/02/2014,585.3939257
28/02/2014,551.2947703
01/03/2014,567.5342354
02/03/2014,558.5277072
03/03/2014,676.5057328
04/03/2014,674.5113994
05/03/2014,670.3388511
06/03/2014,667.712834
07/03/2014,631.7702952
08/03/2014,621.5241145
09/03/2014,640.5788893
10/03/2014,628.1512412
11/03/2014,633.7338382
12/03/2014,634.6468237
13/03/2014,643.4321009
14/03/2014,628.30859
15/03/2014,636.2186501
16/03/2014,634.168901
17/03/2014,622.7602086
18/03/2014,614.3095137
19/03/2014,610.5112035
20/03/2014,586.6075957
21/03/2014,569.694518
22/03/2014,564.7000267
23/03/2014,558.9588617
24/03/2014,585.0232505
25/03/2014,583.7711891
26/03/2014,579.2438504
27/03/2014,483.1640126
28/03/2014,498.6613289
29/03/2014,489.5170235
30/03/2014,458.9663283
31/03/2014,455.3553541
01/04/2014,479.0084659
02/04/2014,439.0114925
03/04/2014,449.4411515
04/04/2014,449.7198697
05/04/2014,461.6753315
06/04/2014,458.6334805
07/04/2014,448.6552751
08/04/2014,452.8030988
09/04/2014,442.8379849
10/04/2014,366.9118661
11/04/2014,421.9435281
12/04/2014,424.2742126
13/04/2014,416.3623217
14/04/2014,461.1082466
15/04/2014,521.6152996
16/04/2014,531.4818467
17/04/2014,499.8375515
18/04/2014,483.0200135
19/04/2014,504.3655952
20/04/2014,501.5571844
21/04/2014,498.0845303
22/04/2014,489.50351
23/04/2014,490.6329675
24/04/2014,503.291801
25/04/2014,466.4261713
26/04/2014,459.2267098
27/04/2014,438.7093637
28/04/2014,441.5478055
29/04/2014,447.7099308
30/04/2014,448.8757155
01/05/2014,460.1946983
02/05/2014,452.2397798
03/05/2014,438.978588
04/05/2014,436.6753986
05/05/2014,432.338179
06/05/2014,430.1282054
07/05/2014,442.1828761
08/05/2014,440.4027627
09/05/2014,452.6979997
10/05/2014,456.7558463
11/05/2014,439.114476
12/05/2014,441.2809556
13/05/2014,439.005775
14/05/2014,444.8482057
15/05/2014,446.9615587
16/05/2014,448.7421537
17/05/2014,449.2222893
18/05/2014,446.9626414
19/05/2014,447.4048568
20/05/2014,490.3356482
21/05/2014,493.9334918
22/05/2014,526.8142884
23/05/2014,523.6993203
24/05/2014,527.6912431
25/05/2014,573.3124588
26/05/2014,584.8479749
27/05/2014,573.9282692
28/05/2014,579.1893188
29/05/2014,570.3493109
30/05/2014,620.8463606
31/05/2014,627.8924207
01/06/2014,630.0749535
02/06/2014,663.5057238
03/06/2014,672.3878971
04/06/2014,643.8873688
05/06/2014,661.5035582
06/06/2014,650.1333159
07/06/2014,656.8002718
08/06/2014,657.8199749
09/06/2014,648.3363223
10/06/2014,650.9366096
11/06/2014,631.4890222
12/06/2014,591.9750771
13/06/2014,597.0449997
14/06/2014,575.5594617
15/06/2014,589.7246464
16/06/2014,590.5674822
17/06/2014,609.0800029
18/06/2014,607.629796
19/06/2014,595.7514769
20/06/2014,591.5315228
21/06/2014,592.7643495
22/06/2014,599.6346335
23/06/2014,589.5522998
24/06/2014,579.9737186
25/06/2014,562.23678
26/06/2014,580.7492303
27/06/2014,600.6383054
28/06/2014,594.3903042
29/06/2014,600.8405184
30/06/2014,638.946114
01/07/2014,642.9565967
02/07/2014,651.2983477
03/07/2014,646.4133891
04/07/2014,630.6355029
05/07/2014,630.4683419
06/07/2014,634.6726745
07/07/2014,622.854979
08/07/2014,624.8943311
09/07/2014,621.9390918
10/07/2014,616.5228498
11/07/2014,634.4943781
12/07/2014,636.9239579
13/07/2014,629.8757504
14/07/2014,619.1974591
15/07/2014,621.9346014
16/07/2014,616.3518822
17/07/2014,624.259275
18/07/2014,630.7501403
19/07/2014,629.1733644
20/07/2014,625.2486762
21/07/2014,621.3053314
22/07/2014,619.8232645
23/07/2014,619.7728168
24/07/2014,602.8796455
25/07/2014,601.5785143
26/07/2014,594.7026072
27/07/2014,591.5754442
28/07/2014,587.493005
29/07/2014,584.1123933
30/07/2014,562.9146251
31/07/2014,581.975562
01/08/2014,596.5067592
02/08/2014,589.7572615
03/08/2014,586.7537367
04/08/2014,587.6083355
05/08/2014,581.8819886
06/08/2014,582.2483714
07/08/2014,586.0466335
08/08/2014,589.0244126
09/08/2014,588.9785213
10/08/2014,589.373502
11/08/2014,573.4414839
12/08/2014,568.3075202
13/08/2014,548.3701753
14/08/2014,505.1074997
15/08/2014,500.3230601
16/08/2014,521.7479629
17/08/2014,497.764659
18/08/2014,468.9579182
19/08/2014,486.7943507
20/08/2014,515.1203539
21/08/2014,519.3078521
22/08/2014,516.1593688
23/08/2014,497.1257595
24/08/2014,508.430742
25/08/2014,501.6102867
26/08/2014,511.8523217
27/08/2014,510.1623238
28/08/2014,506.2851517
29/08/2014,508.8665719
30/08/2014,501.2757233
31/08/2014,478.5114255
01/09/2014,474.5414898
02/09/2014,474.4306707
03/09/2014,473.9592034
04/09/2014,489.5552013
05/09/2014,478.7497829
06/09/2014,480.6424918
07/09/2014,478.3655009
08/09/2014,468.9754959
09/09/2014,473.5120272
10/09/2014,477.7784176
11/09/2014,477.2706821
12/09/2014,473.9972823
13/09/2014,477.960974
14/09/2014,475.648064
15/09/2014,472.6556297
16/09/2014,464.1777545
17/09/2014,456.3398913
18/09/2014,426.880107
19/09/2014,393.8938907
20/09/2014,411.0413428
21/09/2014,400.4045307
22/09/2014,400.8816222
23/09/2014,438.491801
24/09/2014,423.7000918
25/09/2014,409.5377499
26/09/2014,405.2982519
27/09/2014,400.5993346
28/09/2014,375.5499898
29/09/2014,373.0645579
30/09/2014,389.2640404
01/10/2014,382.9093659
02/10/2014,372.525699
03/10/2014,357.6657136
04/10/2014,328.8261131
05/10/2014,322.8262615
06/10/2014,326.8035327
07/10/2014,333.5701949
08/10/2014,354.4073343
09/10/2014,361.7164249
10/10/2014,358.8903908
11/10/2014,361.908377
12/10/2014,377.8712437
13/10/2014,391.9942089
14/10/2014,400.8805921
15/10/2014,394.6258799
16/10/2014,382.3214763
17/10/2014,382.2007896
18/10/2014,391.2931771
19/10/2014,388.684498
20/10/2014,381.1908586
21/10/2014,385.2046335
22/10/2014,380.7787633
23/10/2014,357.3447931
24/10/2014,357.488434
25/10/2014,345.8112466
26/10/2014,353.0819562
27/10/2014,350.0157119
28/10/2014,354.6538051
29/10/2014,333.5993501
30/10/2014,344.6093822
31/10/2014,337.1829126
01/11/2014,324.371315
02/11/2014,324.2485666
03/11/2014,325.3618656
04/11/2014,329.657704
05/11/2014,338.8057653
06/11/2014,349.6899117
07/11/2014,342.1332881
08/11/2014,345.7163326
09/11/2014,363.6100517
10/11/2014,365.5022539
11/11/2014,367.825467
12/11/2014,422.5914196
13/11/2014,421.9144717
14/11/2014,398.3888828
15/11/2014,377.9938407
16/11/2014,390.2058235
17/11/2014,387.5010316
18/11/2014,373.8645646
19/11/2014,377.613398
20/11/2014,356.1812653
21/11/2014,350.7488589
22/11/2014,352.4555146
23/11/2014,367.7732423
24/11/2014,376.9942238
25/11/2014,376.75563
26/11/2014,367.5302081
27/11/2014,369.5302274
28/11/2014,377.8969319
29/11/2014,376.0763355
30/11/2014,378.6903971
01/12/2014,379.111979
02/12/2014,382.9467963
03/12/2014,375.9160193
04/12/2014,368.8455681
05/12/2014,378.4283296
06/12/2014,375.1379512
07/12/2014,376.6397931
08/12/2014,363.2156768
09/12/2014,351.1068378
10/12/2014,347.8813939
11/12/2014,348.5930061
12/12/2014,353.1906125
13/12/2014,349.2429451
14/12/2014,356.0797215
15/12/2014,347.0951815
16/12/2014,328.6133203
17/12/2014,320.2976134
18/12/2014,313.5116512
19/12/2014,318.2428887
20/12/2014,330.0657583
21/12/2014,320.9926701
22/12/2014,331.8425845
23/12/2014,336.0841286
24/12/2014,323.0322978
25/12/2014,318.9961444
26/12/2014,329.2103419
27/12/2014,315.9684439
28/12/2014,317.0104804
29/12/2014,313.0655316
30/12/2014,310.4420041
31/12/2014,320.6622873
01/01/2015,314.7764719
02/01/2015,315.9427317
03/01/2015,285.6473098
04/01/2015,263.3345748
05/01/2015,275.0038515
06/01/2015,287.549521
07/01/2015,297.5355652
08/01/2015,284.3423919
09/01/2015,292.5011146
10/01/2015,276.2305321
11/01/2015,268.7555155
12/01/2015,268.617232
13/01/2015,224.1081178
14/01/2015,175.6376406
15/01/2015,212.3410114
16/01/2015,207.5952049
17/01/2015,199.8248366
18/01/2015,211.1325184
19/01/2015,216.8946949
20/01/2015,211.9198539
21/01/2015,227.9042104
22/01/2015,233.6473828
23/01/2015,233.1328524
24/01/2015,249.0821239
25/01/2015,254.5179413
26/01/2015,273.9522449
27/01/2015,264.7538045
28/01/2015,235.7358404
29/01/2015,233.9573735
30/01/2015,228.8961899
31/01/2015,217.332156
01/02/2015,227.1113013
02/02/2015,240.0924199
03/02/2015,227.7756958
04/02/2015,226.7811341
05/02/2015,217.0111511
06/02/2015,222.7249693
07/02/2015,228.6471274
08/02/2015,224.0359889
09/02/2015,220.7684939
10/02/2015,220.8881543
11/02/2015,219.4958597
12/02/2015,222.5832279
13/02/2015,236.5553638
14/02/2015,257.6276958
15/02/2015,234.445803
16/02/2015,235.0861268
17/02/2015,243.9057943
18/02/2015,235.9952323
19/02/2015,241.8722539
20/02/2015,245.5307753
21/02/2015,245.5960026
22/02/2015,236.6906683
23/02/2015,239.0660178
24/02/2015,239.8692621
25/02/2015,238.236111
26/02/2015,237.0444024
27/02/2015,255.1167744
28/02/2015,254.9484486
01/03/2015,260.6513308
